"","created_at","character"
"5356","2022-07-09 07:41:21","Homelander"
"5357","2022-07-09 07:41:31","Queen Maeve"
"5358","2022-07-09 07:41:40","Soldier Boy"
"5359","2022-07-09 07:41:45","Black Noir"
"5360","2022-07-09 07:43:05","Homelander"
"5361","2022-07-09 07:43:53","M.M."
"5362","2022-07-09 07:44:33","Ryan"
"5363","2022-07-09 07:44:49","Homelander"
"5364","2022-07-09 07:45:34","Soldier Boy"
"5365","2022-07-09 07:46:10","Black Noir"
"5366","2022-07-09 07:46:40","Queen Maeve"
"5367","2022-07-09 07:46:40","Ryan"
"5368","2022-07-09 07:46:40","Homelander"
"5369","2022-07-09 07:46:47","Homelander"
"5370","2022-07-09 07:46:53","Homelander"
"5371","2022-07-09 07:47:18","Butcher"
"5372","2022-07-09 07:47:18","Soldier Boy"
"5373","2022-07-09 07:47:18","Homelander"
"5374","2022-07-09 07:47:48","Butcher"
"5375","2022-07-09 07:49:07","Homelander"
"5376","2022-07-09 07:49:29","Butcher"
"5377","2022-07-09 07:49:29","Homelander"
"5378","2022-07-09 07:49:41","Butcher"
"5379","2022-07-09 07:49:41","M.M."
"5380","2022-07-09 07:49:41","Stan Edgar"
"5381","2022-07-09 07:49:41","Ryan"
"5382","2022-07-09 07:49:41","Homelander"
"5383","2022-07-09 07:49:56","Starlight"
"5384","2022-07-09 07:50:38","Starlight"
"5385","2022-07-09 07:50:38","M.M."
"5386","2022-07-09 07:53:03","Frenchie"
"5387","2022-07-09 07:53:03","Kimiko"
"5388","2022-07-09 07:53:18","Soldier Boy"
"5389","2022-07-09 07:53:44","Homelander"
"5390","2022-07-09 07:53:58","M.M."
"5391","2022-07-09 07:54:02","Kimiko"
"5392","2022-07-09 07:54:02","Ryan"
"5393","2022-07-09 07:55:29","M.M."
"5394","2022-07-09 07:55:29","A-Train"
"5395","2022-07-09 07:56:37","Butcher"
"5396","2022-07-09 07:56:37","Stan Edgar"
"5397","2022-07-09 07:56:45","M.M."
"5398","2022-07-09 07:57:48","Soldier Boy"
"5399","2022-07-09 07:57:49","Butcher"
"5400","2022-07-09 07:57:49","Homelander"
"5401","2022-07-09 07:58:23","M.M."
"5402","2022-07-09 07:58:41","Kimiko"
"5403","2022-07-09 07:58:44","Black Noir"
"5404","2022-07-09 07:58:46","Stan Edgar"
"5405","2022-07-09 08:01:04","Black Noir"
"5406","2022-07-09 08:01:04","Ryan"
"5407","2022-07-09 08:01:44","Black Noir"
"5408","2022-07-09 08:01:48","M.M."
"5409","2022-07-09 08:01:48","Butcher"
"5410","2022-07-09 08:01:48","Homelander"
"5411","2022-07-09 08:02:00","Queen Maeve"
"5412","2022-07-09 08:02:22","Homelander"
"5413","2022-07-09 08:03:54","Butcher"
"5414","2022-07-09 08:05:26","Black Noir"
"5415","2022-07-09 08:06:35","Homelander"
"5416","2022-07-09 08:08:13","M.M."
"5417","2022-07-09 08:08:13","Ryan"
"5418","2022-07-09 08:10:25","M.M."
"5419","2022-07-09 08:10:25","Stan Edgar"
"5420","2022-07-09 08:10:45","Black Noir"
"5421","2022-07-09 08:12:04","Queen Maeve"
"5422","2022-07-09 08:12:18","Soldier Boy"
"5423","2022-07-09 08:12:38","Ryan"
"5424","2022-07-09 08:12:38","Homelander"
"5425","2022-07-09 08:12:43","Ryan"
"5426","2022-07-09 08:12:43","Homelander"
"5427","2022-07-09 08:13:22","Homelander"
"5428","2022-07-09 08:13:28","Soldier Boy"
"5429","2022-07-09 08:13:28","Ryan"
"5430","2022-07-09 08:13:28","Homelander"
"5431","2022-07-09 08:13:33","Homelander"
"5432","2022-07-09 08:13:37","Homelander"
"5433","2022-07-09 08:13:48","Stan Edgar"
"5434","2022-07-09 08:14:15","Kimiko"
"5435","2022-07-09 08:14:18","Ryan"
"5436","2022-07-09 08:14:22","Homelander"
"5437","2022-07-09 08:15:42","Butcher"
"5438","2022-07-09 08:15:42","Soldier Boy"
"5439","2022-07-09 08:15:42","Homelander"
"5440","2022-07-09 08:15:58","Soldier Boy"
"5441","2022-07-09 08:16:22","Soldier Boy"
"5442","2022-07-09 08:16:22","Homelander"
"5443","2022-07-09 08:16:42","Butcher"
"5444","2022-07-09 08:17:02","Ryan"
"5445","2022-07-09 08:18:38","Ryan"
"5446","2022-07-09 08:18:38","Homelander"
"5447","2022-07-09 08:20:16","Soldier Boy"
"5448","2022-07-09 08:20:45","Soldier Boy"
"5449","2022-07-09 08:20:52","Starlight"
"5450","2022-07-09 08:20:52","Homelander"
"5451","2022-07-09 08:20:55","Homelander"
"5452","2022-07-09 08:21:40","Soldier Boy"
"5453","2022-07-09 08:22:03","Butcher"
"5454","2022-07-09 08:22:03","Homelander"
"5455","2022-07-09 08:22:21","Queen Maeve"
"5456","2022-07-09 08:22:26","Homelander"
"5457","2022-07-09 08:23:00","A-Train"
"5458","2022-07-09 08:23:00","Black Noir"
"5459","2022-07-09 08:23:29","Ryan"
"5460","2022-07-09 08:23:29","Homelander"
"5461","2022-07-09 08:23:52","Homelander"
"5462","2022-07-09 08:24:02","Homelander"
"5463","2022-07-09 08:24:02","Homelander"
"5464","2022-07-09 08:24:40","Butcher"
"5465","2022-07-09 08:24:40","M.M."
"5466","2022-07-09 08:26:16","Soldier Boy"
"5467","2022-07-09 08:26:29","Queen Maeve"
"5468","2022-07-09 08:26:43","Homelander"
"5469","2022-07-09 08:27:01","Hughie"
"5470","2022-07-09 08:28:10","M.M."
"5471","2022-07-09 08:30:10","Black Noir"
"5472","2022-07-09 08:30:47","Starlight"
"5473","2022-07-09 08:32:32","Hughie"
"5474","2022-07-09 08:33:29","Hughie"
"5475","2022-07-09 08:34:31","Soldier Boy"
"5476","2022-07-09 08:35:24","Soldier Boy"
"5477","2022-07-09 08:35:41","Queen Maeve"
"5478","2022-07-09 08:36:06","Homelander"
"5479","2022-07-09 08:36:13","Starlight"
"5480","2022-07-09 08:36:13","M.M."
"5481","2022-07-09 08:36:13","Homelander"
"5482","2022-07-09 08:36:55","Deep"
"5483","2022-07-09 08:37:42","Ryan"
"5484","2022-07-09 08:38:35","Soldier Boy"
"5485","2022-07-09 08:38:39","Soldier Boy"
"5486","2022-07-09 08:39:26","Butcher"
"5487","2022-07-09 08:39:26","Soldier Boy"
"5488","2022-07-09 08:39:26","Homelander"
"5489","2022-07-09 08:40:36","Butcher"
"5490","2022-07-09 08:40:42","Soldier Boy"
"5491","2022-07-09 08:40:42","Homelander"
"5492","2022-07-09 08:41:10","Kimiko"
"5493","2022-07-09 08:41:29","Butcher"
"5494","2022-07-09 08:42:39","Butcher"
"5495","2022-07-09 08:42:39","Soldier Boy"
"5496","2022-07-09 08:42:41","Butcher"
"5497","2022-07-09 08:42:41","Homelander"
"5498","2022-07-09 08:42:47","Butcher"
"5499","2022-07-09 08:42:52","Ashley"
"5500","2022-07-09 08:43:07","M.M."
"5501","2022-07-09 08:44:08","Frenchie"
"5502","2022-07-09 08:44:42","Butcher"
"5503","2022-07-09 08:44:42","Ryan"
"5504","2022-07-09 08:44:42","Homelander"
"5505","2022-07-09 08:45:11","M.M."
"5506","2022-07-09 08:45:24","Homelander"
"5507","2022-07-09 08:45:25","Butcher"
"5508","2022-07-09 08:45:25","Ryan"
"5509","2022-07-09 08:45:25","Homelander"
"5510","2022-07-09 08:47:15","Starlight"
"5511","2022-07-09 08:48:17","M.M."
"5512","2022-07-09 08:51:00","Soldier Boy"
"5513","2022-07-09 08:52:19","Homelander"
"5514","2022-07-09 08:55:03","Soldier Boy"
"5515","2022-07-09 08:55:51","Soldier Boy"
"5516","2022-07-09 08:55:51","Homelander"
"5517","2022-07-09 08:58:10","Butcher"
"5518","2022-07-09 09:00:24","Soldier Boy"
"5519","2022-07-09 09:01:01","Queen Maeve"
"5520","2022-07-09 09:02:00","Butcher"
"5521","2022-07-09 09:02:00","M.M."
"5522","2022-07-09 09:02:02","Butcher"
"5523","2022-07-09 09:02:03","Black Noir"
"5524","2022-07-09 09:03:31","Queen Maeve"
"5525","2022-07-09 09:04:08","Homelander"
"5526","2022-07-09 09:04:18","M.M."
"5527","2022-07-09 09:06:26","Butcher"
"5528","2022-07-09 09:08:18","Queen Maeve"
"5529","2022-07-09 09:08:56","Homelander"
"5530","2022-07-09 09:09:19","Ryan"
"5531","2022-07-09 09:10:09","M.M."
"5532","2022-07-09 09:10:21","Queen Maeve"
"5533","2022-07-09 09:11:38","Queen Maeve"
"5534","2022-07-09 09:12:28","Homelander"
"5535","2022-07-09 09:12:34","Black Noir"
"5536","2022-07-09 09:12:36","Ashley"
"5537","2022-07-09 09:12:38","Butcher"
"5538","2022-07-09 09:12:38","M.M."
"5539","2022-07-09 09:12:56","Butcher"
"5540","2022-07-09 09:12:56","Hughie"
"5541","2022-07-09 09:12:56","Starlight"
"5542","2022-07-09 09:12:56","Soldier Boy"
"5543","2022-07-09 09:12:56","Homelander"
"5544","2022-07-09 09:13:00","M.M."
"5545","2022-07-09 09:14:16","M.M."
"5546","2022-07-09 09:16:05","Queen Maeve"
"5547","2022-07-09 09:16:59","Frenchie"
"5548","2022-07-09 09:16:59","Kimiko"
"5549","2022-07-09 09:17:26","Homelander"
"5550","2022-07-09 09:18:29","Butcher"
"5551","2022-07-09 09:18:30","Butcher"
"5552","2022-07-09 09:20:17","Homelander"
"5553","2022-07-09 09:20:42","Homelander"
"5554","2022-07-09 09:20:53","Ryan"
"5555","2022-07-09 09:21:39","Soldier Boy"
"5556","2022-07-09 09:21:48","Soldier Boy"
"5557","2022-07-09 09:21:48","Homelander"
"5558","2022-07-09 09:22:46","Ryan"
"5559","2022-07-09 09:23:12","Soldier Boy"
"5560","2022-07-09 09:23:31","Soldier Boy"
"5561","2022-07-09 09:23:48","Black Noir"
"5562","2022-07-09 09:23:54","Black Noir"
"5563","2022-07-09 09:24:25","Butcher"
"5564","2022-07-09 09:24:28","Ryan"
"5565","2022-07-09 09:24:34","M.M."
"5566","2022-07-09 09:24:43","Butcher"
"5567","2022-07-09 09:25:14","Ryan"
"5568","2022-07-09 09:25:41","Soldier Boy"
"5569","2022-07-09 09:26:58","Black Noir"
"5570","2022-07-09 09:27:51","Butcher"
"5571","2022-07-09 09:27:51","Hughie"
"5572","2022-07-09 09:27:51","Queen Maeve"
"5573","2022-07-09 09:28:22","Black Noir"
"5574","2022-07-09 09:28:48","Butcher"
"5575","2022-07-09 09:29:30","Soldier Boy"
"5576","2022-07-09 09:29:30","M.M."
"5577","2022-07-09 09:30:00","Queen Maeve"
"5578","2022-07-09 09:30:10","M.M."
"5579","2022-07-09 09:30:45","Homelander"
"5580","2022-07-09 09:31:34","Soldier Boy"
"5581","2022-07-09 09:31:34","Homelander"
"5582","2022-07-09 09:32:37","Soldier Boy"
"5583","2022-07-09 09:33:29","A-Train"
"5584","2022-07-09 09:33:49","Ryan"
"5585","2022-07-09 09:34:15","Starlight"
"5586","2022-07-09 09:34:42","M.M."
"5587","2022-07-09 09:34:42","Black Noir"
"5588","2022-07-09 09:35:11","Soldier Boy"
"5589","2022-07-09 09:37:14","Butcher"
"5590","2022-07-09 09:37:14","Hughie"
"5591","2022-07-09 09:37:14","Soldier Boy"
"5592","2022-07-09 09:37:14","Queen Maeve"
"5593","2022-07-09 09:37:14","Homelander"
"5594","2022-07-09 09:37:20","Butcher"
"5595","2022-07-09 09:37:20","Soldier Boy"
"5596","2022-07-09 09:37:20","Homelander"
"5597","2022-07-09 09:37:25","Frenchie"
"5598","2022-07-09 09:37:27","Soldier Boy"
"5599","2022-07-09 09:38:20","Frenchie"
"5600","2022-07-09 09:38:33","A-Train"
"5601","2022-07-09 09:39:40","Starlight"
"5602","2022-07-09 09:40:44","Ryan"
"5603","2022-07-09 09:40:44","Homelander"
"5604","2022-07-09 09:41:19","Queen Maeve"
"5605","2022-07-09 09:41:41","Queen Maeve"
"5606","2022-07-09 09:42:27","Queen Maeve"
"5607","2022-07-09 09:43:01","Stan Edgar"
"5608","2022-07-09 09:45:34","Hughie"
"5609","2022-07-09 09:45:34","Starlight"
"5610","2022-07-09 09:45:34","Soldier Boy"
"5611","2022-07-09 09:45:34","Queen Maeve"
"5612","2022-07-09 09:45:34","Homelander"
"5613","2022-07-09 09:47:09","Soldier Boy"
"5614","2022-07-09 09:47:09","M.M."
"5615","2022-07-09 09:48:09","Black Noir"
"5616","2022-07-09 09:48:28","Butcher"
"5617","2022-07-09 09:48:43","Queen Maeve"
"5618","2022-07-09 09:48:43","Homelander"
"5619","2022-07-09 09:48:47","Homelander"
"5620","2022-07-09 09:49:18","M.M."
"5621","2022-07-09 09:50:36","Black Noir"
"5622","2022-07-09 09:51:02","Soldier Boy"
"5623","2022-07-09 09:51:36","Queen Maeve"
"5624","2022-07-09 09:52:21","Ryan"
"5625","2022-07-09 09:52:51","Homelander"
"5626","2022-07-09 09:53:28","Homelander"
"5627","2022-07-09 09:54:07","Butcher"
"5628","2022-07-09 09:54:33","Soldier Boy"
"5629","2022-07-09 09:54:40","Deep"
"5630","2022-07-09 09:55:36","Kimiko"
"5631","2022-07-09 09:56:28","Soldier Boy"
"5632","2022-07-09 09:56:28","Homelander"
"5633","2022-07-09 09:56:55","M.M."
"5634","2022-07-09 09:57:18","Soldier Boy"
"5635","2022-07-09 09:59:14","Butcher"
"5636","2022-07-09 10:00:17","M.M."
"5637","2022-07-09 10:00:19","Butcher"
"5638","2022-07-09 10:00:19","Hughie"
"5639","2022-07-09 10:00:19","Soldier Boy"
"5640","2022-07-09 10:00:19","M.M."
"5641","2022-07-09 10:00:19","Kimiko"
"5642","2022-07-09 10:00:19","Homelander"
"5643","2022-07-09 10:00:43","Homelander"
"5644","2022-07-09 10:01:07","Butcher"
"5645","2022-07-09 10:01:07","Hughie"
"5646","2022-07-09 10:01:07","Soldier Boy"
"5647","2022-07-09 10:01:07","M.M."
"5648","2022-07-09 10:01:07","Kimiko"
"5649","2022-07-09 10:01:07","Homelander"
"5650","2022-07-09 10:01:29","Homelander"
"5651","2022-07-09 10:02:07","Soldier Boy"
"5652","2022-07-09 10:02:07","M.M."
"5653","2022-07-09 10:02:07","Queen Maeve"
"5654","2022-07-09 10:02:24","Butcher"
"5655","2022-07-09 10:02:24","Hughie"
"5656","2022-07-09 10:02:24","Soldier Boy"
"5657","2022-07-09 10:02:24","M.M."
"5658","2022-07-09 10:02:24","Kimiko"
"5659","2022-07-09 10:02:24","Homelander"
"5660","2022-07-09 10:02:54","Soldier Boy"
"5661","2022-07-09 10:03:03","Soldier Boy"
"5662","2022-07-09 10:03:03","Homelander"
"5663","2022-07-09 10:03:41","Soldier Boy"
"5664","2022-07-09 10:04:40","Frenchie"
"5665","2022-07-09 10:05:00","Butcher"
"5666","2022-07-09 10:05:00","Starlight"
"5667","2022-07-09 10:05:00","Frenchie"
"5668","2022-07-09 10:05:00","Kimiko"
"5669","2022-07-09 10:05:35","M.M."
"5670","2022-07-09 10:06:10","Queen Maeve"
"5671","2022-07-09 10:06:10","Homelander"
"5672","2022-07-09 10:06:14","Kimiko"
"5673","2022-07-09 10:06:20","Kimiko"
"5674","2022-07-09 10:06:44","Hughie"
"5675","2022-07-09 10:06:49","Homelander"
"5676","2022-07-09 10:07:12","Butcher"
"5677","2022-07-09 10:08:29","Black Noir"
"5678","2022-07-09 10:09:48","Queen Maeve"
"5679","2022-07-09 10:09:48","Homelander"
"5680","2022-07-09 10:10:42","Queen Maeve"
"5681","2022-07-09 10:11:32","Homelander"
"5682","2022-07-09 10:11:49","Queen Maeve"
"5683","2022-07-09 10:13:59","M.M."
"5684","2022-07-09 10:13:59","Frenchie"
"5685","2022-07-09 10:14:41","Butcher"
"5686","2022-07-09 10:14:50","Frenchie"
"5687","2022-07-09 10:14:50","Kimiko"
"5688","2022-07-09 10:15:13","Butcher"
"5689","2022-07-09 10:15:51","Homelander"
"5690","2022-07-09 10:15:56","A-Train"
"5691","2022-07-09 10:15:56","Deep"
"5692","2022-07-09 10:15:56","Black Noir"
"5693","2022-07-09 10:16:04","Soldier Boy"
"5694","2022-07-09 10:16:04","Stan Edgar"
"5695","2022-07-09 10:16:07","Butcher"
"5696","2022-07-09 10:16:07","Frenchie"
"5697","2022-07-09 10:16:07","Ryan"
"5698","2022-07-09 10:16:32","Butcher"
"5699","2022-07-09 10:16:32","Homelander"
"5700","2022-07-09 10:16:34","Butcher"
"5701","2022-07-09 10:16:34","Hughie"
"5702","2022-07-09 10:16:34","Soldier Boy"
"5703","2022-07-09 10:16:34","Homelander"
"5704","2022-07-09 10:17:27","Soldier Boy"
"5705","2022-07-09 10:17:27","Homelander"
"5706","2022-07-09 10:17:58","Ryan"
"5707","2022-07-09 10:17:58","Homelander"
"5708","2022-07-09 10:18:35","Kimiko"
"5709","2022-07-09 10:19:48","Kimiko"
"5710","2022-07-09 10:20:25","Soldier Boy"
"5711","2022-07-09 10:20:25","Homelander"
"5712","2022-07-09 10:20:26","M.M."
"5713","2022-07-09 10:20:31","Soldier Boy"
"5714","2022-07-09 10:20:54","M.M."
"5715","2022-07-09 10:20:54","Homelander"
"5716","2022-07-09 10:21:09","Butcher"
"5717","2022-07-09 10:21:09","Soldier Boy"
"5718","2022-07-09 10:21:09","Kimiko"
"5719","2022-07-09 10:22:00","M.M."
"5720","2022-07-09 10:22:00","Ashley"
"5721","2022-07-09 10:22:11","M.M."
"5722","2022-07-09 10:22:11","Queen Maeve"
"5723","2022-07-09 10:22:14","Soldier Boy"
"5724","2022-07-09 10:22:23","Ashley"
"5725","2022-07-09 10:22:32","Homelander"
"5726","2022-07-09 10:22:37","Black Noir"
"5727","2022-07-09 10:22:51","Starlight"
"5728","2022-07-09 10:22:51","Stan Edgar"
"5729","2022-07-09 10:22:51","Black Noir"
"5730","2022-07-09 10:22:59","Ryan"
"5731","2022-07-09 10:23:58","Butcher"
"5732","2022-07-09 10:25:30","Soldier Boy"
"5733","2022-07-09 10:25:30","Deep"
"5734","2022-07-09 10:26:17","Black Noir"
"5735","2022-07-09 10:27:03","M.M."
"5736","2022-07-09 10:28:32","Homelander"
"5737","2022-07-09 10:28:50","Butcher"
"5738","2022-07-09 10:28:51","Butcher"
"5739","2022-07-09 10:28:51","Hughie"
"5740","2022-07-09 10:28:51","Kimiko"
"5741","2022-07-09 10:28:51","Black Noir"
"5742","2022-07-09 10:29:15","Soldier Boy"
"5743","2022-07-09 10:29:15","Homelander"
"5744","2022-07-09 10:30:39","Starlight"
"5745","2022-07-09 10:30:39","Soldier Boy"
"5746","2022-07-09 10:30:39","Black Noir"
"5747","2022-07-09 10:30:39","Ryan"
"5748","2022-07-09 10:30:39","Homelander"
"5749","2022-07-09 10:31:23","Queen Maeve"
"5750","2022-07-09 10:31:23","Homelander"
"5751","2022-07-09 10:32:01","Black Noir"
"5752","2022-07-09 10:32:24","Queen Maeve"
"5753","2022-07-09 10:32:28","Soldier Boy"
"5754","2022-07-09 10:33:02","Butcher"
"5755","2022-07-09 10:33:28","Starlight"
"5756","2022-07-09 10:33:33","Frenchie"
"5757","2022-07-09 10:33:33","Kimiko"
"5758","2022-07-09 10:34:01","M.M."
"5759","2022-07-09 10:34:53","Frenchie"
"5760","2022-07-09 10:37:11","Black Noir"
"5761","2022-07-09 10:37:25","Soldier Boy"
"5762","2022-07-09 10:37:49","Soldier Boy"
"5763","2022-07-09 10:37:49","Deep"
"5764","2022-07-09 10:38:30","Frenchie"
"5765","2022-07-09 10:39:06","Homelander"
"5766","2022-07-09 10:39:48","Kimiko"
"5767","2022-07-09 10:40:48","M.M."
"5768","2022-07-09 10:41:29","Soldier Boy"
"5769","2022-07-09 10:41:29","Deep"
"5770","2022-07-09 10:41:29","Homelander"
"5771","2022-07-09 10:42:41","Stan Edgar"
"5772","2022-07-09 10:43:57","Butcher"
"5773","2022-07-09 10:43:57","Soldier Boy"
"5774","2022-07-09 10:44:35","Black Noir"
"5775","2022-07-09 10:45:24","Black Noir"
"5776","2022-07-09 10:46:11","Soldier Boy"
"5777","2022-07-09 10:46:23","Hughie"
"5778","2022-07-09 10:47:54","M.M."
"5779","2022-07-09 10:47:58","Soldier Boy"
"5780","2022-07-09 10:47:58","Homelander"
"5781","2022-07-09 10:48:09","Ryan"
"5782","2022-07-09 10:48:46","Soldier Boy"
"5783","2022-07-09 10:49:13","Homelander"
"5784","2022-07-09 10:49:25","M.M."
"5785","2022-07-09 10:51:40","Black Noir"
"5786","2022-07-09 10:51:42","Starlight"
"5787","2022-07-09 10:53:13","Butcher"
"5788","2022-07-09 10:53:49","Butcher"
"5789","2022-07-09 10:53:58","Soldier Boy"
"5790","2022-07-09 10:54:16","Ryan"
"5791","2022-07-09 10:56:48","Homelander"
"5792","2022-07-09 10:57:14","Soldier Boy"
"5793","2022-07-09 10:58:12","Homelander"
"5794","2022-07-09 10:58:57","Ryan"
"5795","2022-07-09 11:00:20","Butcher"
"5796","2022-07-09 11:00:40","Butcher"
"5797","2022-07-09 11:00:40","Stan Edgar"
"5798","2022-07-09 11:00:40","Ryan"
"5799","2022-07-09 11:00:57","Butcher"
"5800","2022-07-09 11:00:57","Homelander"
"5801","2022-07-09 11:02:40","Stan Edgar"
"5802","2022-07-09 11:03:54","Black Noir"
"5803","2022-07-09 11:04:19","Frenchie"
"5804","2022-07-09 11:05:07","Black Noir"
"5805","2022-07-09 11:07:16","Black Noir"
"5806","2022-07-09 11:09:52","Stan Edgar"
"5807","2022-07-09 11:09:55","Homelander"
"5808","2022-07-09 11:09:58","Butcher"
"5809","2022-07-09 11:09:58","Starlight"
"5810","2022-07-09 11:09:58","Soldier Boy"
"5811","2022-07-09 11:09:58","Queen Maeve"
"5812","2022-07-09 11:09:58","Black Noir"
"5813","2022-07-09 11:10:20","Kimiko"
"5814","2022-07-09 11:10:45","Butcher"
"5815","2022-07-09 11:10:45","Starlight"
"5816","2022-07-09 11:10:45","Queen Maeve"
"5817","2022-07-09 11:10:54","Soldier Boy"
"5818","2022-07-09 11:11:29","Homelander"
"5819","2022-07-09 11:11:39","Soldier Boy"
"5820","2022-07-09 11:12:44","M.M."
"5821","2022-07-09 11:15:47","Black Noir"
"5822","2022-07-09 11:15:47","Homelander"
"5823","2022-07-09 11:16:13","Butcher"
"5824","2022-07-09 11:16:16","Homelander"
"5825","2022-07-09 11:16:26","Stan Edgar"
"5826","2022-07-09 11:16:48","Black Noir"
"5827","2022-07-09 11:17:05","Starlight"
"5828","2022-07-09 11:17:05","M.M."
"5829","2022-07-09 11:17:05","Homelander"
"5830","2022-07-09 11:18:03","Starlight"
"5831","2022-07-09 11:18:06","Starlight"
"5832","2022-07-09 11:18:25","M.M."
"5833","2022-07-09 11:18:25","Homelander"
"5834","2022-07-09 11:19:48","Soldier Boy"
"5835","2022-07-09 11:20:03","M.M."
"5836","2022-07-09 11:21:52","M.M."
"5837","2022-07-09 11:21:52","Queen Maeve"
"5838","2022-07-09 11:21:52","Homelander"
"5839","2022-07-09 11:23:16","Kimiko"
"5840","2022-07-09 11:25:09","Black Noir"
"5841","2022-07-09 11:25:18","Soldier Boy"
"5842","2022-07-09 11:26:37","Homelander"
"5843","2022-07-09 11:26:57","Soldier Boy"
"5844","2022-07-09 11:27:00","Kimiko"
"5845","2022-07-09 11:27:05","Queen Maeve"
"5846","2022-07-09 11:27:15","Homelander"
"5847","2022-07-09 11:27:24","Queen Maeve"
"5848","2022-07-09 11:28:40","Black Noir"
"5849","2022-07-09 11:29:01","Soldier Boy"
"5850","2022-07-09 11:30:13","Butcher"
"5851","2022-07-09 11:30:13","Homelander"
"5852","2022-07-09 11:30:38","M.M."
"5853","2022-07-09 11:31:11","Ashley"
"5854","2022-07-09 11:31:18","Ryan"
"5855","2022-07-09 11:31:18","Homelander"
"5856","2022-07-09 11:31:48","M.M."
"5857","2022-07-09 11:31:48","Stan Edgar"
"5858","2022-07-09 11:31:48","Black Noir"
"5859","2022-07-09 11:32:06","Kimiko"
"5860","2022-07-09 11:32:50","Queen Maeve"
"5861","2022-07-09 11:35:26","Stan Edgar"
"5862","2022-07-09 11:35:26","Ryan"
"5863","2022-07-09 11:35:56","Queen Maeve"
"5864","2022-07-09 11:35:59","Queen Maeve"
"5865","2022-07-09 11:36:12","Starlight"
"5866","2022-07-09 11:36:15","Homelander"
"5867","2022-07-09 11:36:32","Starlight"
"5868","2022-07-09 11:36:32","Soldier Boy"
"5869","2022-07-09 11:36:32","Homelander"
"5870","2022-07-09 11:37:03","Soldier Boy"
"5871","2022-07-09 11:37:03","Homelander"
"5872","2022-07-09 11:37:17","Homelander"
"5873","2022-07-09 11:37:36","M.M."
"5874","2022-07-09 11:37:52","Soldier Boy"
"5875","2022-07-09 11:38:22","Ryan"
"5876","2022-07-09 11:38:22","Homelander"
"5877","2022-07-09 11:39:01","Queen Maeve"
"5878","2022-07-09 11:39:28","Soldier Boy"
"5879","2022-07-09 11:41:34","Queen Maeve"
"5880","2022-07-09 11:41:51","Starlight"
"5881","2022-07-09 11:42:08","Soldier Boy"
"5882","2022-07-09 11:42:13","Queen Maeve"
"5883","2022-07-09 11:42:59","Black Noir"
"5884","2022-07-09 11:42:59","Homelander"
"5885","2022-07-09 11:43:31","M.M."
"5886","2022-07-09 11:45:21","Homelander"
"5887","2022-07-09 11:46:38","Homelander"
"5888","2022-07-09 11:48:00","Soldier Boy"
"5889","2022-07-09 11:48:42","Black Noir"
"5890","2022-07-09 11:49:34","Starlight"
"5891","2022-07-09 11:49:34","M.M."
"5892","2022-07-09 11:49:40","Starlight"
"5893","2022-07-09 11:49:40","Soldier Boy"
"5894","2022-07-09 11:49:40","Kimiko"
"5895","2022-07-09 11:49:40","Queen Maeve"
"5896","2022-07-09 11:49:40","Homelander"
"5897","2022-07-09 11:49:41","M.M."
"5898","2022-07-09 11:50:25","Hughie"
"5899","2022-07-09 11:50:25","M.M."
"5900","2022-07-09 11:50:25","Homelander"
"5901","2022-07-09 11:50:52","Homelander"
"5902","2022-07-09 11:51:13","Queen Maeve"
"5903","2022-07-09 11:51:13","Homelander"
"5904","2022-07-09 11:51:14","M.M."
"5905","2022-07-09 11:51:17","Hughie"
"5906","2022-07-09 11:51:17","A-Train"
"5907","2022-07-09 11:51:30","Ryan"
"5908","2022-07-09 11:51:35","Hughie"
"5909","2022-07-09 11:51:48","M.M."
"5910","2022-07-09 11:51:55","Soldier Boy"
"5911","2022-07-09 11:51:55","Black Noir"
"5912","2022-07-09 11:52:42","Homelander"
"5913","2022-07-09 11:52:59","Soldier Boy"
"5914","2022-07-09 11:52:59","Queen Maeve"
"5915","2022-07-09 11:52:59","Homelander"
"5916","2022-07-09 11:53:37","Homelander"
"5917","2022-07-09 11:54:23","Stan Edgar"
"5918","2022-07-09 11:54:27","Starlight"
"5919","2022-07-09 11:54:27","Queen Maeve"
"5920","2022-07-09 11:55:19","M.M."
"5921","2022-07-09 11:55:25","Queen Maeve"
"5922","2022-07-09 11:55:54","Ashley"
"5923","2022-07-09 11:56:42","Butcher"
"5924","2022-07-09 11:57:12","Soldier Boy"
"5925","2022-07-09 11:57:12","M.M."
"5926","2022-07-09 11:57:12","Homelander"
"5927","2022-07-09 11:57:17","Homelander"
"5928","2022-07-09 11:57:20","Frenchie"
"5929","2022-07-09 11:57:20","Queen Maeve"
"5930","2022-07-09 11:57:20","Black Noir"
"5931","2022-07-09 11:58:06","Soldier Boy"
"5932","2022-07-09 11:58:06","Homelander"
"5933","2022-07-09 11:58:18","Hughie"
"5934","2022-07-09 11:58:18","Queen Maeve"
"5935","2022-07-09 11:58:18","Ryan"
"5936","2022-07-09 11:58:29","Homelander"
"5937","2022-07-09 11:58:49","Homelander"
"5938","2022-07-09 11:59:07","Queen Maeve"
"5939","2022-07-09 11:59:23","Starlight"
"5940","2022-07-09 11:59:23","M.M."
"5941","2022-07-09 11:59:23","Newman"
"5942","2022-07-09 11:59:23","Queen Maeve"
